	done	eps	score	time	x	y	z
0	0.0	1.0	2.278460715299893	0.06	0.0	0.0	10.001692801275446
1	0.0	1.0	4.556897612393974	0.12000000000000001	-0.022632890158335042	0.0003201200890067928	10.015474306344228
2	0.0	1.0	6.835236104285159	0.18	-0.10487754645676606	-0.0003624475955645025	9.988111779928138
3	0.0	1.0	9.113386029353379	0.23999999999999996	-0.23327228367901162	-0.007872760408324487	9.875049103808372
4	0.0	1.0	11.391255566616145	0.3	-0.40643491744057	-0.028485949663644886	9.675160637640925
5	0.0	1.0	13.66875909623071	0.36000000000000004	-0.6353867926025901	-0.06400554807824164	9.405269721776582
6	0.0	1.0	15.945829972472158	0.4200000000000001	-0.9289216361057102	-0.1064573510928742	9.08929187623907
7	0.0	1.0	18.222431695173817	0.48000000000000015	-1.2857049440700974	-0.13632741091884493	8.749250781226802
8	0.0	1.0	20.498562153431557	0.5400000000000001	-1.6892563449666393	-0.12751885734616158	8.396816107419154
9	0.0	1.0	22.77423972580807	0.6000000000000002	-2.106501412630576	-0.060119880604576126	8.028947600743855
10	0.0	1.0	25.049367448283835	0.6600000000000003	-2.493541838380627	0.06756009328890011	7.632374679810444
11	0.0	1.0	27.3239087352878	0.7200000000000003	-2.818192134861271	0.23040248651723322	7.19508576076786
12	0.0	1.0	29.59788567354634	0.7800000000000004	-3.0734929518021135	0.40164185954304393	6.720387055731832
13	0.0	1.0	31.871331488717566	0.8400000000000004	-3.270888693728458	0.564758312121214	6.232381099766108
14	0.0	1.0	34.14426371615974	0.9000000000000005	-3.4360556266412616	0.7290441390324318	5.755638540474074
15	0.0	1.0	36.41666066137726	0.9600000000000005	-3.5990946242562916	0.9214755889731359	5.29598157587254
16	0.0	1.0	38.68845941810708	1.0200000000000005	-3.7927579090505468	1.1601052403359937	4.83152062093595
17	0.0	1.0	40.959587437868535	1.0800000000000005	-4.038471634400189	1.4289333699584368	4.333246404482668
18	0.0	1.0	43.22999233158753	1.1400000000000006	-4.3438878609164435	1.6989013161732602	3.799236012423507
19	0.0	1.0	45.49965448843628	1.2000000000000006	-4.7001465160015075	1.9537676240161514	3.255270212232749
20	0.0	1.0	47.76857391788148	1.2600000000000007	-5.075551137446029	2.2058656787118767	2.7228427539939153
21	0.0	1.0	50.036752773944315	1.3200000000000007	-5.433711475470791	2.4827317989936644	2.2056038283696284
22	0.0	1.0	52.30417770924717	1.3800000000000008	-5.7481809724819435	2.8031051215832536	1.6783409728783776
23	0.0	1.0	54.570833338998696	1.4400000000000008	-6.01152011805037	3.165104816763837	1.1107247941427743
24	0.0	1.0	56.83672865638167	1.5000000000000009	-6.216020831357801	3.5397847927531605	0.5002774968675451
25	1.0	1.0	-3.1632713436183266	1.560000000000001	-6.381057185901635	3.922125912522069	0.0
26	0.0	2.0	2.2784607053650836	0.06	0.0	0.0	10.001694745098265
27	0.0	2.0	4.556897440120105	0.12000000000000001	-0.022700342956934124	0.00032399595198837175	10.015416654820157
28	0.0	2.0	6.8352354565249955	0.18	-0.10496342682854401	-0.0003888135935578082	9.987654238966508
29	0.0	2.0	9.113384520034382	0.23999999999999996	-0.23308527885720143	-0.00806299513500103	9.873921767482026
30	0.0	2.0	11.39125270174953	0.3	-0.40580892862500073	-0.029055471263646115	9.673252990587082
31	0.0	2.0	13.668754303599654	0.36000000000000004	-0.6343625413577041	-0.06513040633397438	9.402649070682967
32	0.0	2.0	15.94582259280484	0.4200000000000001	-0.9275546798153667	-0.10821818522287263	9.08599835922704
33	0.0	2.0	18.222420802292646	0.48000000000000015	-1.2840562048271722	-0.13876697593559487	8.745099738881136
34	0.0	2.0	20.498546351584416	0.5400000000000001	-1.6875724716449232	-0.13061997534636283	8.391372009341822
35	0.0	2.0	22.774218746570988	0.6000000000000002	-2.105101817498904	-0.06373394124793026	8.021584570599094
36	0.0	2.0	25.04934224712613	0.6600000000000003	-2.492659276805437	0.06370786103991904	7.622361390889388
37	0.0	2.0	27.32387596521725	0.7200000000000003	-2.818045378240189	0.2269012900816046	7.181657923103393
38	0.0	2.0	29.597840635608264	0.7800000000000004	-3.0740147674442992	0.39960166505167805	6.702346068473944
39	0.0	2.0	31.871268700274673	0.8400000000000004	-3.271124633037928	0.5653530808778792	6.208371863629391
40	0.0	2.0	34.144177328002655	0.9000000000000005	-3.434385981722108	0.7334957645130737	5.724605558048248
41	0.0	2.0	36.416544411662	0.9600000000000005	-3.5934670752719744	0.9313939181698597	5.256956367593772
42	0.0	2.0	38.68830633974219	1.0200000000000005	-3.781103317444556	1.177443438341902	4.783463042102665
43	0.0	2.0	40.95938931401188	1.0800000000000005	-4.01934823616018	1.4556554012892413	4.275213396901216
44	0.0	2.0	43.2297382328506	1.1400000000000006	-4.317117447374555	1.7374335371647711	3.7301662992332365
45	0.0	2.0	45.49932977404784	1.2000000000000006	-4.667632334788169	2.0066095951035896	3.173900792400471
46	0.0	2.0	47.76815721338842	1.2600000000000007	-5.0407956302766905	2.2747617120863324	2.628665939562015
47	0.0	2.0	50.03619075050163	1.3200000000000007	-5.42810093878881	2.5659706139712837	2.0953668175166205
48	0.0	2.0	52.30337568345608	1.3800000000000008	-5.844023973896528	2.8983177729198784	1.5534992091074047
49	0.0	2.0	54.56965238124758	1.4400000000000008	-6.264089411461	3.2791063671697933	0.9739860220792522
50	1.0	2.0	36.07997628707804	1.5000000000000009	-6.661784617738056	3.6977134751296314	0.32621846763024875
51	0.0	3.0	2.278460717426212	0.06	0.0	0.0	10.00169412040039
52	0.0	3.0	4.556897626059513	0.12000000000000001	-0.022641136317940326	0.0003243269520025935	10.01549030423998
53	0.0	3.0	6.83523620188801	0.18	-0.1050396915573609	-0.00034792251918227147	9.988359761432
54	0.0	3.0	9.113386254469106	0.23999999999999996	-0.23437075495906617	-0.007812763257745041	9.876260519713941
55	0.0	3.0	11.39125619136863	0.3	-0.4096587469279206	-0.028178312125627908	9.678434523212857
56	0.0	3.0	13.668761231001241	0.36000000000000004	-0.6417187741384083	-0.06287151498208098	9.41197897873793
57	0.0	3.0	15.945836037637692	0.4200000000000001	-0.9386909144182649	-0.10355835931013423	9.100751541997653
58	0.0	3.0	18.222445436334937	0.48000000000000015	-1.2985388210435338	-0.13075914473452335	8.7663415576055
59	0.0	3.0	20.498588384134024	0.5400000000000001	-1.70441035761145	-0.11870960865785954	8.42006334215086
60	0.0	3.0	22.774277957663635	0.6000000000000002	-2.1231350001360694	-0.04799197678466797	8.058731340264803
61	0.0	3.0	25.049409228757458	0.6600000000000003	-2.5110187468199032	0.08261979793036196	7.669119091914492
62	0.0	3.0	27.323956976534838	0.7200000000000003	-2.836351390203697	0.24794101720360626	7.239284415247148
63	0.0	3.0	29.59794368908689	0.7800000000000004	-3.0923824321482014	0.421307477658111	6.772439194548878
64	0.0	3.0	31.8714032499042	0.8400000000000004	-3.2904714333962324	0.5858580011289583	6.292264750708486
65	0.0	3.0	34.14435566050457	0.9000000000000005	-3.4560274012850742	0.7501591096470458	5.823794937449068
66	0.0	3.0	36.416783957921396	0.9600000000000005	-3.618468315513641	0.9425093113747434	5.379143314010265
67	0.0	3.0	38.68861967709773	1.0200000000000005	-3.815546402506848	1.1881837204222114	4.941081466201278
68	0.0	3.0	40.95977068779257	1.0800000000000005	-4.081977667645543	1.474448785225292	4.470682592765876
69	0.0	3.0	43.23014977955627	1.1400000000000006	-4.436907143328231	1.7706309201661332	3.962821391619076
70	0.0	3.0	45.49967788035229	1.2000000000000006	-4.879831150663947	2.067350699689849	3.4114268477063088
71	0.0	3.0	47.76828605512504	1.2600000000000007	-5.4042069921761025	2.354879589472043	2.8235561455597966
72	0.0	3.0	50.03591826062773	1.3200000000000007	-5.992136748269324	2.6400193603166424	2.1939461186862617
73	0.0	3.0	52.30256233134697	1.3800000000000008	-6.622705078638353	2.8975556644989915	1.5579537780351902
74	0.0	3.0	54.56817464541536	1.4400000000000008	-7.265964416533971	3.240961330495801	0.9638130988380603
75	0.0	3.0	56.8327611674616	1.5000000000000009	-7.885434360952186	3.681158357180123	0.40848029365918986
76	1.0	3.0	-3.167238832538402	1.560000000000001	-8.454791546180406	4.125838068338684	0.0
77	0.0	4.0	2.2784725530366385	0.06	0.0	0.0	10.005328751243594
78	0.0	4.0	4.55700107444472	0.12000000000000001	-5.618036269351875e-06	0.010088978000693376	10.082784453577387
79	0.0	4.0	6.835565196578905	0.18	-8.652255909973066e-05	-0.007786145119505629	10.164713205912872
80	0.0	4.0	9.114188079142952	0.23999999999999996	-0.0004411451302515344	-0.03343114687928135	10.244908975998191
81	0.0	4.0	11.392843083001384	0.3	-0.001387471303438441	0.046097891103505186	10.35403760163934
82	0.0	4.0	13.671541164018304	0.36000000000000004	-0.0033310852008948807	0.18712243547655083	10.52603064564388
83	0.0	4.0	15.950328270334923	0.4200000000000001	-0.006742218249178526	0.24861821368334938	10.731433147738766
84	0.0	4.0	18.229128061350362	0.48000000000000015	-0.012094738774592025	0.24857531072568703	10.820371180361587
85	0.0	4.0	20.507861723541744	0.5400000000000001	-0.01982943496384116	0.3362829806920675	10.823276247898745
86	0.0	4.0	22.786572153287707	0.6000000000000002	-0.03031011272011587	0.46163113405374523	10.884592597387574
87	0.0	4.0	25.065270143445627	0.6600000000000003	-0.04389042477209755	0.48877937913589214	10.934314235998762
88	0.0	4.0	27.3438537108838	0.7200000000000003	-0.06097845318258358	0.5067456615904521	10.84812724041062
89	0.0	4.0	29.62228534625738	0.7800000000000004	-0.0820724592810648	0.625397402934529	10.732541598083198
90	0.0	4.0	31.90062020449607	0.8400000000000004	-0.10782016385127104	0.7235564064250772	10.680244214772902
91	0.0	4.0	34.178821023283106	0.9000000000000005	-0.13907949781238266	0.7271442216350159	10.557805601263135
92	0.0	4.0	36.45678412587912	0.9600000000000005	-0.17684260852891245	0.7789213625305047	10.312347829582697
93	0.0	4.0	38.73451583696687	1.0200000000000005	-0.22224829782815628	0.9104973602179997	10.092639218064791
94	0.0	4.0	41.01205438960493	1.0800000000000005	-0.2764864997314707	0.9706302374457508	9.906710154153064
95	0.0	4.0	43.28931779479477	1.1400000000000006	-0.34078133827881446	0.9720348097155778	9.60486223549505
96	0.0	4.0	45.566226201968256	1.2000000000000006	-0.4164374871187437	1.0620905775777374	9.224162348017758
97	0.0	4.0	47.8428158839943	1.2600000000000007	-0.5047765442707776	1.1837558970266817	8.901193046987007
98	0.0	4.0	50.11908507788568	1.3200000000000007	-0.6072872111226142	1.2080920405690874	8.558735271192868
99	0.0	4.0	52.39492657313175	1.3800000000000008	-0.7249716786461275	1.2296122198323056	8.085391274647387
100	0.0	4.0	54.67030002255212	1.4400000000000008	-0.8597513887704137	1.348401076577733	7.591849687674881
101	0.0	4.0	56.94524665249183	1.5000000000000009	-1.0129482766109554	1.4409164376673622	7.153242119240999
102	0.0	4.0	59.21971657809237	1.560000000000001	-1.1858292928075969	1.4447843456307263	6.639094419159697
103	0.0	4.0	61.493604555187986	1.620000000000001	-1.3790405226616385	1.501087779074936	6.015454700138201
104	0.0	4.0	63.76690913648133	1.680000000000001	-1.595249112370228	1.6287222186990515	5.421092219016902
105	0.0	4.0	66.03965024739384	1.740000000000001	-1.83592010461114	1.683127173770483	4.846820618734724
106	0.0	4.0	68.31173959881336	1.8000000000000012	-2.1002875168957655	1.6885618757347471	4.1613401777336625
107	0.0	4.0	70.58309709431892	1.8600000000000012	-2.390581644900143	1.7809095837285924	3.414086857024185
108	0.0	4.0	72.8537445148222	1.9200000000000013	-2.7096829229311354	1.8955819279209252	2.7180571311051973
109	0.0	4.0	75.12366422020084	1.9800000000000013	-3.0585791468653536	1.9175778854256125	1.9910385751679718
110	0.0	4.0	77.3927508906119	2.0400000000000014	-3.433659369405997	1.9440379869276043	1.1506780079034729
111	1.0	4.0	58.90498560021529	2.1000000000000014	-3.8418989234879177	2.059921978765731	0.3018886278953149
112	0.0	5.0	2.278470837505125	0.06	0.0	0.0	10.005371236863974
113	0.0	5.0	4.55698420325707	0.12000000000000001	1.4231547127315576e-06	0.024793472012737964	10.080069949995629
114	0.0	5.0	6.835546385326934	0.18	2.3955563216631594e-05	0.036503973004558085	10.170318288471005
115	0.0	5.0	9.11413002218174	0.23999999999999996	9.196504620854912e-05	0.05396765109211647	10.260560804956059
116	0.0	5.0	11.3926541331772	0.3	0.00022332980770123953	0.19308912791513172	10.338284568038617
117	0.0	5.0	13.67112612419505	0.36000000000000004	0.00042381064602932676	0.4217778631956658	10.4530195377838
118	0.0	5.0	15.949604244916205	0.4200000000000001	0.0006381109178063663	0.5966652602217672	10.622409198043172
119	0.0	5.0	18.228035560734817	0.48000000000000015	0.0007449545689860588	0.6882962737243543	10.6987403758276
120	0.0	5.0	20.506327331429222	0.5400000000000001	0.0006074346664029261	0.8474219040195102	10.664387783584633
121	0.0	5.0	22.78450696381486	0.6000000000000002	0.00011725714158682361	1.0708812357199784	10.672094862527551
122	0.0	5.0	25.062607088302382	0.6600000000000003	-0.0008053645662687295	1.2087037464331927	10.697320987920753
123	0.0	5.0	27.340539124326664	0.7200000000000003	-0.0021962132078542805	1.3067549362287925	10.594559345236657
124	0.0	5.0	29.618244275201043	0.7800000000000004	-0.004023800685761356	1.5017921382166441	10.431153571951468
125	0.0	5.0	31.89577616240561	0.8400000000000004	-0.006170632243672051	1.7076376466266365	10.332461867055578
126	0.0	5.0	34.17312601252686	0.9000000000000005	-0.008400969576465576	1.813553420351167	10.194086995920486
127	0.0	5.0	36.45019187717217	0.9600000000000005	-0.01044052362034536	1.9376937938894552	9.922259785374893
128	0.0	5.0	38.72696191302552	1.0200000000000005	-0.012049178685606534	2.1558982611421733	9.649508726119242
129	0.0	5.0	41.00348999433138	1.0800000000000005	-0.013057037309627208	2.3280905441048643	9.42845753050514
130	0.0	5.0	43.2797217993307	1.1400000000000006	-0.013330145691553245	2.41990908045549	9.112445716354308
131	0.0	5.0	45.555570083585884	1.2000000000000006	-0.012748212442504602	2.581473660560701	8.69328675396805
132	0.0	5.0	47.831064508806435	1.2600000000000007	-0.011139696149268422	2.801538374306915	8.318995639959796
133	0.0	5.0	50.10623286714582	1.3200000000000007	-0.00828340288347002	2.935119598002966	7.952413339360613
134	0.0	5.0	52.380988387200055	1.3800000000000008	-0.003911351257873101	3.0356218755224864	7.459027156967608
135	0.0	5.0	54.65527461465002	1.4400000000000008	0.0023221560955618507	3.232234697690107	6.917054636030072
136	0.0	5.0	56.92913746693923	1.5000000000000009	0.01072376220364806	3.4327458750774005	6.433852038030313
137	0.0	5.0	59.20256024425548	1.560000000000001	0.021789615763592465	3.5367777559336213	5.900912607795832
138	0.0	5.0	61.475444926003505	1.620000000000001	0.03579799896618415	3.665077956735227	5.24521166518206
139	0.0	5.0	63.747781252229046	1.680000000000001	0.05316861185663878	3.8813557475285014	4.596872111743877
140	0.0	5.0	66.01961187083664	1.740000000000001	0.07394151882330915	4.047970552786006	3.986220583317205
141	0.0	5.0	68.29087841411322	1.8000000000000012	0.09839972946140947	4.141622117486173	3.2779288776144013
142	0.0	5.0	70.5614998535261	1.8600000000000012	0.12648713746367635	4.306808547482884	2.4832391025021816
143	0.0	5.0	72.83150007937586	1.9200000000000013	0.15809343484661983	4.52204156178486	1.7308463139590045
144	0.0	5.0	75.10089465305711	1.9800000000000013	0.19316921138861856	4.65226261152644	0.9702341613520624
145	1.0	5.0	35.857211112479746	2.0400000000000014	0.2315238119372611	4.757338139260343	0.0924173219113281
146	0.0	6.0	2.2784707591160362	0.06	0.0	0.0	10.00537111638546
147	0.0	6.0	4.556983271786755	0.12000000000000001	-3.106463202472993e-07	0.025371947364101106	10.079844165958672
148	0.0	6.0	6.83554357079781	0.18	-1.2137941165780103e-05	0.038585361695092725	10.169980052796856
149	0.0	6.0	9.114124230792818	0.23999999999999996	-0.0001205582369556177	0.05743508242518451	10.259987956374022
150	0.0	6.0	11.392643839685393	0.3	-0.0004941160538655379	0.1979457710410636	10.337289261735108
151	0.0	6.0	13.671109087814335	0.36000000000000004	-0.0013554561696854264	0.4283568186239891	10.451220274087966
152	0.0	6.0	15.949577754355666	0.4200000000000001	-0.0030288665238955843	0.6053459314895228	10.620111360983575
153	0.0	6.0	18.227996145105372	0.48000000000000015	-0.006018212688352558	0.6988489042779834	10.69633119010985
154	0.0	6.0	20.50626972778572	0.5400000000000001	-0.011062320929322191	0.8595447808021089	10.661650275773166
155	0.0	6.0	22.784423472365958	0.6000000000000002	-0.019108536280522184	1.0848396607534398	10.668739852260487
156	0.0	6.0	25.062488073196292	0.6600000000000003	-0.03133500896794745	1.2248496547765373	10.69370010029585
157	0.0	6.0	27.3403717656374	0.7200000000000003	-0.0491969133385722	1.324622346712373	10.59103613344813
158	0.0	6.0	29.618010578488324	0.7800000000000004	-0.07432259199366364	1.5209638511871064	10.427103477029252
159	0.0	6.0	31.895451771575814	0.8400000000000004	-0.10846763182172892	1.728884833159694	10.327557100750017
160	0.0	6.0	34.17267997108482	0.9000000000000005	-0.15347583748797447	1.8371866545133966	10.189280015447828
161	0.0	6.0	36.449584988625205	0.9600000000000005	-0.21127221681399777	1.9625986528343289	9.917936502985235
162	0.0	6.0	38.726143709774234	1.0200000000000005	-0.28413082546720286	2.1816977502956205	9.644490963298887
163	0.0	6.0	41.00239764455585	1.0800000000000005	-0.37436942530742356	2.3561294190188713	9.42269938973905
164	0.0	6.0	43.278280378228814	1.1400000000000006	-0.4846230001301748	2.4502997713775536	9.107864746186669
165	0.0	6.0	45.553689566877374	1.2000000000000006	-0.6173193660228758	2.6117833516542355	8.690111251348613
166	0.0	6.0	47.828635172755774	1.2600000000000007	-0.7761115937832795	2.8318965228987976	8.315161649247635
167	0.0	6.0	50.10312529103273	1.3200000000000007	-0.9642322306609693	2.968303960425746	7.949211998988539
